time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label,segment_id
13,-0.10896937455381266,-0.03853197522908449,0.18795535171627997,-2.843703157157911,-4.518193614738706,0.22559559875682053,wait,wait_1
129,-0.06632809170922264,-0.04490983969792724,-0.009972527959942816,2.8924613163216937,-8.201146447765003,1.546413311585655,wait,wait_1
229,-0.15857879764428362,0.014557225401699542,-0.22691841183900832,-0.9518180235793651,-0.7005264527521632,3.862285852987328,wait,wait_1
329,-0.16859861707836388,-0.02929156093597412,0.07011515423357487,-3.6716100232490207,-1.9329123723755204,1.913402363898202,wait,wait_1
429,-0.17092830213494598,0.004310264414548874,0.08834288484156132,1.5624790904522887,-3.481404195902975,1.4047981970470205,wait,wait_1
529,-0.10085741630136034,0.011021014099568127,-0.10406944628357886,0.39565143423640303,-4.523293204727768,1.8755874484452495,wait,wait_1
629,-0.1483692095254548,-0.13858911713138222,0.16809271338284015,-3.477185913760257,1.2645262818973513,-3.8982954640652814,wait,wait_1
729,-0.012684430966875515,0.1115327679015696,-0.18746026167571544,1.189358129090657,0.5804315567409463,-0.27906010510428536,wait,wait_1
829,0.01162775923750596,0.027104718416184184,0.05591594848930835,0.7701819492075697,-0.04987158672020013,1.0762035590498193,wait,wait_1
929,-0.1405843917349819,-0.10556742975637316,-0.05875497130751609,2.0572384638558545,-0.7057250271233363,-1.6846125844873427,wait,wait_1
1029,-0.0627628278425429,0.028371377351135013,-0.07549509370625018,2.4076961104994434,1.9327113086818282,-1.1271894271000835,wait,wait_1
1130,-0.036139853644871614,0.08430734571516513,0.18128712599873542,0.9949982660687741,1.4805789324449004,-0.11021203916903154,wait,wait_1
1230,-0.1556593847999349,0.023483166918158528,-0.16546937914192675,1.4163630946940273,1.5000330187483892,0.31856562577894826,wait,wait_1
1346,-0.0865936665540561,0.04276274466663599,0.043052375262975694,-0.6351432929834525,2.2633338725322885,0.6660318096486303,wait,wait_1
1446,-0.07235350317831617,0.0927463804975152,0.021308745488524437,3.408715615208407,3.835936690716711,0.7060418838678013,wait,wait_1
