time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label,segment_id
4,-0.04405450151022523,-0.012620119859278201,0.041052725878357885,-1.9746569944787573,3.142814429829106,1.0744421172958964,wait,wait_1
114,0.028296522016637026,0.035660511445999146,-0.16123276448547838,-1.3779240707056648,1.9059531888346568,1.345823675710486,wait,wait_1
215,0.01588240959085524,-0.08118541430234909,-0.09450257651507854,-1.2911931546860793,1.301226275690005,2.0227509177457557,wait,wait_1
315,0.07466792216710746,0.008844692973792553,0.007072130343317985,-0.25539571410558615,1.0093008956341925,0.8872841551452632,wait,wait_1
415,0.03713237409684807,-0.019679390721023083,-0.040778585112094874,-0.08528310267852793,2.4252889702541034,0.7736206292895538,wait,wait_1
531,0.06476765572577714,-0.06881546981185674,0.002465513330698013,-1.2448825511226889,0.80909220288781,1.2098783652349023,wait,wait_1
631,0.029842801610566672,-0.06854980461299419,-0.026095395243167875,-0.6674908020883684,0.7501264327311495,1.8969196233270804,wait,wait_1
731,0.05411436069374904,0.0017845453292131422,-0.05991933891177177,-0.5510195348752549,1.1457582568541151,1.407720557516434,wait,wait_1
831,0.027974706183746454,-0.034219080466032024,-0.032799861317873,-1.0510730519375209,0.5765187121201752,0.9482552261535572,wait,wait_1
931,0.023723131420183924,-0.01201104805022478,-0.05600070416331291,-1.0590230719662985,1.3910576707059532,1.5399164143027977,wait,wait_1
1031,0.027015195235516876,-0.029180501776933668,-0.05682955620288849,-0.9351673030433433,-0.06132918236215024,0.7536140447152344,wait,wait_1
1131,0.03455682452041656,0.0019777298137545586,0.015908347749710082,-0.7384205023499526,1.049379058301652,0.9015922275176763,wait,wait_1
1232,-0.028308285519666968,-0.009886018720269202,-0.05504442635178566,-0.582392301280416,-0.41792235992271387,0.4029742774807294,wait,wait_1
1348,0.01130989577723667,-0.02492401337623596,-0.03271744373142719,-1.1111467001218986,-1.9396975249856934,-1.262127391394796,wait,wait_1
1448,-0.019632428040448575,-0.03607639877051115,-0.1135270104587078,-0.7841814891285687,0.6252877568979472,-1.1441263752510111,wait,wait_1
1548,0.017747710272390395,0.021442601001262662,0.0628676673233509,-0.2769640374418848,1.2233826097193696,-1.6261852253363496,wait,wait_1
1648,0.02062989637888968,0.02383212648630142,-0.05774257939457893,-0.7877676586079427,0.4903866649525824,-1.1907796622116658,wait,wait_1
1748,-0.01980257870927453,-0.06767594438791275,0.001581131711602211,-0.908472682611112,0.09827671048125737,-1.672356770517107,wait,wait_1
1848,0.009007993776723741,-0.04013707233816385,-0.03750935418307781,-1.023302036380778,-0.36628941148987026,-0.7846140322021009,wait,wait_1
1948,0.014171678416524081,0.016717326045036316,-0.027194880917668342,-0.09681184834770121,-0.7588342302318282,-0.932474927849889,wait,wait_1
2048,0.06918386473283171,-0.008151742273569107,-0.13055354858338833,-1.2157855183716113,-1.811252189105607,-0.47059715232782245,wait,wait_1
2148,0.01192570785433054,-0.03809650642126798,-0.1132961243122816,0.2056783802708799,-0.4178003236521528,-0.7053936562268849,wait,wait_1
2248,0.02238344378164038,0.02281915005147457,-0.06858312236070632,1.0805337922619016,0.056895916013242565,-0.22970806632825577,wait,wait_1
2348,0.009344477455783635,0.02460778703391552,-0.047637949487566944,1.5346889717102108,-0.46578528405754843,0.325266895128377,wait,wait_1
2448,0.10952528227036819,0.030123920106887817,-0.07400573193132877,1.235227011513818,-0.26866378345515907,-0.42452432472491297,wait,wait_1
5,0.3518387768410146,-0.1021335097849369,0.075450670042634,-2.1182802913550813,0.6218860558870164,14.720999142649054,left,left_1
