time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
21,-0.36709260620474815,0.14413374564647674,-0.17840075690746307,47.55691330388462,-9.293693262116488,-5.077216423773924,
121,-0.049703955806395965,-0.2366504090413451,0.2864776852667332,-2.6277639517836078,-11.622822773810332,-2.055968048670232,
221,0.02505369960393291,0.2438698389008641,-0.09845686709880828,2.1480479633052894,-5.065255908763586,3.094021052502416,
321,-0.1860046925725415,0.24559505525827408,0.12449205658733845,-2.884862303983231,-0.8316497563954234,-0.39068377895611456,
421,-0.0735324472971959,-0.11437456719875334,-0.14696224707067013,-4.332044919759649,-0.13296330591285144,2.7773886370628458,
521,0.09612991285542957,0.15535159749239683,0.13622808708846568,-3.765275395545167,4.543420064664502,0.02604740664751964,
621,-0.036540116425277665,0.17999065644741058,0.04830781157314777,-1.991729692639439,-0.07654742413221384,-8.875456873574512,
721,0.2255475436109118,-0.06455693558454513,-0.6614040538370609,7.217501023313848,-1.0964342592062797,-10.796929105977084,
821,-0.2191291827348992,-0.05562573337107896,0.7187316226899624,8.555992704393736,26.723118542769473,-0.8340109207749851,
921,0.389519542068243,-0.18608429714739322,-0.34628304241001606,-8.467952419765918,11.767788416301975,-3.2003348679243686,
1021,-0.0870392548970878,-0.32192396944016216,-0.15337503672242164,-2.1824789469113237,-5.978496597023895,-0.5959400348599891,
1121,0.017284275745414197,-0.11833411847949027,-0.04430149854123592,-5.778656360966724,-7.606484565414306,-2.3210600700762973,
1221,0.12107896020822226,-0.06764964090287685,0.04177461041212081,-4.587041494685612,-6.137053035303395,-1.1979952234612554,
1321,0.006144201843440532,-0.12840601516067982,-0.10885141986310481,0.18920142935229683,-2.2260075290484034,-2.129955005637337,
1421,0.10407366580097004,-0.17633622559309003,-0.07826748102903365,1.7851124148217334,-3.853757934921744,-1.1740883874274473,
1521,0.2341738811262883,-0.07666150713711976,0.19467559988200664,-1.948881994985245,-5.112347928656708,-1.1472176761806765,forward
1621,0.24409382038246838,-0.2917868975907564,0.16617022088766098,-4.447340647383579,-0.4128846418425799,-0.7425618915036546,forward
1721,0.27953897204473616,-0.27866175081878897,0.1800415098518133,-3.9717033490568165,-2.665016443847092,0.5582471556775978,forward
1837,0.3201522835925221,-0.33432956976592537,0.06013268940150737,-5.609458061073521,-2.7363409076983616,0.6777676754682989,forward
1937,0.3166726978484541,-0.3305149799138307,0.09374678971171378,-2.6373507626139556,-0.6773806492022825,1.3467667754244765,forward
2037,-0.1415114708514884,-0.49893122616261243,0.23929683189690112,-3.705064716690566,3.8256013338420125,1.903680016501512,forward
2138,-0.28289701376836746,-0.532589750136435,0.031087796702980994,-5.040338951784556,8.303384134356339,2.4446152039540663,forward
2238,-0.46205300948992367,-0.9622792438991368,0.5001911630958319,-15.843257279890095,-7.319707974053919,2.8217820919035783,forward
2338,-0.47432248928062615,-1.1578716663651167,0.628462153699994,-8.227599770420463,-2.210612069215783,9.786301019209793,forward
2438,-0.08982420944049954,-1.0701669332966208,0.20896891365051268,-9.374033362228763,8.18691404108199,12.86847340104953,forward
2554,-0.27237786651002244,-1.2884838132679461,-0.48485798488557336,-1.3280487487257624,7.7894943615829195,11.124991629549259,forward
2654,-0.38381778676267714,-1.0947075003132223,-1.8737123899191617,-8.787837499354296,10.090144545758749,9.476834539426624,forward
2754,0.17020071851275861,0.2864597112186253,0.9366139106363057,20.288291457768324,-4.756877136605741,14.2118324456867,forward
2854,1.1582088624302298,0.8616491244144737,0.7518833661854266,7.681845457621641,1.5668557476063858,17.738110557549835,forward
2954,0.933940526708588,-0.07433481775522231,2.185668215313554,-6.315542953788753,-4.527494197954148,3.702441070275635,forward
3054,0.4526822833480313,-0.4344336195498705,0.49173780752718443,-11.375935340976467,-3.087480719485306,7.218194287514604,forward
3154,0.4363841325631365,-0.41023017553314567,-1.3591226991146803,25.214894953267475,-23.0911637440679,-25.79108800410246,forward
3254,-0.7229473406888545,-0.25823008042573925,-2.985921352392435,-20.048746478292223,7.215325608063199,-52.444965504160926,forward
3354,-0.25485841203555465,0.39276086207702754,-0.32673838398456573,27.350165767069786,-27.74285383302133,-29.111615204955424,forward
3454,-1.0627586298014968,0.26000468888282774,1.7608634248524904,6.242295578242713,11.175735666214223,-4.210947373322615,forward
3570,-0.49618853985834865,0.15810761820226907,1.0689327153265475,-3.151809788966013,-5.052305016323595,-7.515214455082718,forward
3671,-1.2603493134126067,-0.5822095210909843,0.4201104951649904,2.631202525143886,-4.583689579350429,-7.853641790720387,forward
3771,-0.22045787405539302,-0.7429553788423537,-0.624195143905282,5.645579089612311,18.3193186747829,-2.126776192908931,forward
3871,0.6023932080723345,-1.4309908344954252,-0.927297800758481,-13.977724296789926,40.39479060058759,12.571850238226924,forward
3971,-0.2256692154955119,0.3928159532651305,-0.17525076844394205,23.980983713664237,1.6201585438891655,15.586875884109912,forward
4071,0.5134653629496694,1.264774436378479,0.13240940558314324,-0.1851442169440299,-5.525966255546109,30.57577212147979,forward
4171,-0.14197448525335638,1.4363926935389637,0.5229068527728319,-2.330526285379112,-19.334505059047526,-2.803069081125036,forward
4271,0.11048384337052702,0.4451739170119166,1.2682903355449437,-27.37001088170326,-5.4342197395199126,-38.16396885539139,forward
4371,0.7202062252871692,-0.9405535881727933,-0.35358079820275307,-10.043401292400121,-32.1504551591533,-46.50129732237539,forward
4471,0.2884462636596523,-0.6966118530794978,-0.7413467746019363,16.870084014047716,-7.526510734196272,-34.56169976636998,forward
4571,0.038348727616667744,-0.7010384373500943,-0.8589274443656205,3.2736198095108437,-20.069305347693962,-33.99581517853984,forward
4671,0.12695837363563478,0.5672849236816168,-2.1777701555401086,5.303929185346865,-1.821788609673998,-11.156340490292324,forward
4771,-0.4194028948849067,1.253408992755413,1.3311410517334936,0.5639211752480272,-9.47434152037957,-23.817274324542787,forward
4871,-1.2229073984425514,0.8401295126542448,-0.16048516098856924,-5.842589919805805,7.49998057191265,-2.357320263719426,forward
4987,-0.5643754294430837,-0.23600129748284815,0.14438158292770384,-10.413314092564256,-5.019688301715846,24.955713179927585,forward
5088,-1.0906332366116345,-0.31975276288092136,-0.19213994392454622,5.779806394068224,25.466580593993275,26.727377165716977,forward
5188,-0.5660152690719813,-0.19525632237941026,-0.49273207926154133,4.34884163558918,9.065420656091845,28.707517307995374,forward
5288,-0.08442669777851551,0.44634149948656554,0.21616437811255454,12.927626254356426,17.574518989191567,14.475298455183479,forward
5388,0.6040644657528027,0.6587965016871691,-0.2868646387577057,-2.8023119973442223,14.337639407556455,21.537290585248122,forward
5504,0.6085270711848512,0.7072863918289541,0.2549561733216047,0.46054145968312404,-4.635624630251913,22.749705511986036,forward
5604,0.6066471026571467,0.2744733592182398,0.47084114997088905,0.5295013974211,6.772336613969097,-13.834939192190811,forward
5704,0.6113953200975433,0.11435761606395244,-0.14245558330118654,-1.9587785122057702,11.471797045977596,-15.409547097783454,forward
5804,0.06540149664990604,0.5472606650456786,-0.4690706331670284,3.11778456128536,-7.858265828788485,-15.322141166974802,forward
5904,-0.6503539597734809,-0.05707827026695013,0.14858663340210915,3.4248399842915145,-12.421610835922385,-0.2722611853940666,forward
6004,-0.0075519132168963546,-0.1117974101871252,-0.3551514085203409,4.870450802785182,-9.399170165921701,-1.5782820137575826,
6104,-0.10613903736555948,0.2563157712370157,0.24852643253505227,3.9006881647089013,0.6080887002376204,-5.942979613339829,
6204,0.0029863406007178124,0.1472463247090578,-0.0838163473278284,-4.4883542258022135,-1.0276315225409198,-0.5072411705857938,
6304,-0.03974326898129657,0.10693184997737407,-0.0706932463824749,-12.346054429550056,-1.2570213981033882,0.6989774405535983,
6404,-0.08985898849293589,0.032653730845451354,-0.04864508070349693,-0.37241537080385767,-1.4608656191180684,4.565052554426402,
