time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label,time_s,acc_x_filtered,acc_y_filtered,acc_z_filtered,source_file
4464,1.948295337216556,1.135652674163878,-0.1155319205403327,-13.59704284962562,25.832157931581744,68.69380795470285,left,4.464,1.8857269142617907,1.1007511130552499,-0.12136646769871157,motion_recording_2025-05-20_10-51-10 2.csv
4580,1.1121358972370623,1.03256990083009,0.1660644224256277,-16.708138521279423,35.63376967358977,79.74676157907598,left,4.58,1.1610887492098831,1.0578705921260776,0.3133898328934933,motion_recording_2025-05-20_10-51-10 2.csv
4681,0.7259934303864837,0.8857964543297886,0.389010423502326,-20.848880941444413,38.49675616232192,69.6428422493086,left,4.681,0.7064874601563919,0.8763604367858556,0.07994707102878032,motion_recording_2025-05-20_10-51-10 2.csv
4797,0.2646126210696995,0.3799462425589561,0.1433124923914671,-11.989098498241436,28.054250695018677,68.68041395374044,left,4.797,0.23957734789076332,0.36873827751336397,0.6177366184036571,motion_recording_2025-05-20_10-51-10 2.csv
4897,-0.4340773534581065,0.1712292578428983,0.8356430148899555,-4.640915892424557,19.42799668840666,84.1469265367491,left,4.897,-0.35408702203304304,0.2048817749606886,0.21279131765528422,motion_recording_2025-05-20_10-51-10 2.csv
4997,-0.7048332265231758,0.1992176272258162,-0.6647539487868547,-11.092574697974731,1.460504045978881,62.123493822230735,left,4.997,-0.842449671687048,0.1446624562734114,0.06815766561631323,motion_recording_2025-05-20_10-51-10 2.csv
5097,-0.6258750598162413,-0.4332958476915955,0.0739963795810937,-3.66869694756801,-6.163240407468047,30.74481247324844,left,5.097,-0.43706413452651743,-0.3618257881613056,-0.7127953216466472,motion_recording_2025-05-20_10-51-10 2.csv
7197,0.431039154805988,0.5126137145563959,-2.771094944885373,10.235694169424429,-4.611465397383931,7.784037040436079,right,7.197,0.20574200593600447,0.428996584423914,-1.9960037077236792,motion_recording_2025-05-20_10-51-10 2.csv
7297,-0.2477599782072007,1.1564183988168837,0.6974819139122963,5.511511867715069,6.7531010937190485,-1.9634941174974292,right,7.297,-0.00595453110256372,1.248151689841849,-0.0026910927449669275,motion_recording_2025-05-20_10-51-10 2.csv
7397,0.1075718283813446,1.0975678581804036,-0.0309387436211109,2.183034966998445,-2.495333840853054,-17.166184667398817,right,7.397,-0.13005066695796913,1.0004547100052879,0.5455272084207301,motion_recording_2025-05-20_10-51-10 2.csv
7497,-0.6958741864547133,0.9205231920570136,-0.138528765246272,-13.133531698396569,-3.343857846397258,-38.828020337067535,right,7.497,-0.47887620483593296,1.0209948327404812,-0.5657351604306674,motion_recording_2025-05-20_10-51-10 2.csv
7597,-0.6671674396693706,0.8087433175265789,-0.6163286483138799,-13.074687911149615,-12.861533075079151,-63.00680120645347,right,7.597,-0.8554310520638044,0.7074066956773593,-0.33761041494497407,motion_recording_2025-05-20_10-51-10 2.csv
7697,-1.2668150022953748,0.4054501016497612,-0.2979419130891561,-13.566430795539269,-23.435461627297197,-83.98302931742548,right,7.697,-1.1049261790003908,0.5037299067041485,-0.4522324638601516,motion_recording_2025-05-20_10-51-10 2.csv
7813,-0.8233497158322483,0.9326248410001396,-0.4782815291047096,-5.985542790926409,-40.08180059696634,-99.57760794737187,right,7.813,-0.97125812090009,0.8428457519519084,-0.4088479064466901,motion_recording_2025-05-20_10-51-10 2.csv
7914,-1.0406759042657912,0.6757803697139024,-0.0587631546139717,5.688624649309023,-45.00162683726155,-93.61468887741066,right,7.914,-0.8874243936978495,0.7509789393830927,-0.08813213503434426,motion_recording_2025-05-20_10-51-10 2.csv
8030,-0.933738501330465,0.662843731251359,0.468618213224411,7.267613267480585,-37.40341363093213,-94.07435377836336,right,8.03,-1.113325655325221,0.6074551422351069,0.49748731931452556,motion_recording_2025-05-20_10-51-10 2.csv
8131,-0.3199978236831724,0.2653901813134551,0.2588262927532196,21.639389960508765,-37.49554605264643,-84.80886065978254,right,8.131,-0.09762614958811122,0.2980676458856219,0.20459522986176865,motion_recording_2025-05-20_10-51-10 2.csv
8247,0.7055687011908739,-0.2823854475170373,-0.3315641967058181,6.758780396013914,-18.715039344725927,-66.43409450931749,right,8.247,0.4339196797072481,-0.2927310962786407,-0.24458492751010885,motion_recording_2025-05-20_10-51-10 2.csv
8347,0.6601011545449494,-0.4906038350611925,-0.2518330728650093,-10.411609106592692,-15.205406403870114,-59.00202223945404,right,8.347,0.9747517623823904,-0.49874805656576343,-0.3604344492594134,motion_recording_2025-05-20_10-51-10 2.csv
8447,1.3935086605802178,-0.3544584578201175,-0.5757359411627054,-11.35878132087598,-4.285428878674312,-31.396965765390423,right,8.447,1.0540102901968555,-0.33456060651914754,-0.47043368533001456,motion_recording_2025-05-20_10-51-10 2.csv
9597,-1.8565419132791456,-0.1652890541389584,-0.0347585941702127,-29.733900079856944,17.05491405563014,-39.30393767315027,right,9.597,-1.5178442860271115,-0.18847901616181237,-0.10639931677823872,motion_recording_2025-05-20_10-51-10 2.csv
9697,-2.1298101344913243,0.1802165741577744,-0.8952642476379871,-20.36513791612014,12.9133050552142,-54.04121827923334,right,9.697,-2.4408234774028865,0.19810428594880194,-0.8832008456340281,motion_recording_2025-05-20_10-51-10 2.csv
9814,-1.6918455643363297,1.0628101407930255,-0.9753630357474088,-11.122227964256345,-0.5096202642119267,-63.58841913503673,right,9.814,-1.4308271214348023,1.0571681459927964,-0.9151122479437502,motion_recording_2025-05-20_10-51-10 2.csv
9930,-0.557409426355362,1.4153919910863042,-0.9987491720318794,29.02642567053244,-16.162643755669063,-54.95901128857547,right,9.93,-0.754197926735994,1.4051108764713702,-1.125894494813739,motion_recording_2025-05-20_10-51-10 2.csv
10030,-0.4865333707518875,1.1290385167211294,-1.349497961679101,6.446041828731485,-32.06803185134417,-76.19981019214251,right,10.03,-0.3595187797227662,1.1546414403478242,-1.1786143387440502,motion_recording_2025-05-20_10-51-10 2.csv
10130,-0.9898214769497512,0.995146763625741,0.9199649736523628,19.48229498476097,-25.329134989777817,-93.89568969005416,right,10.13,-1.0485692040889674,0.9591945861894511,0.7404735356513732,motion_recording_2025-05-20_10-51-10 2.csv
10232,-0.8616887257725,0.7397016377434134,0.3603840484768152,5.682071082800396,-50.79671791403179,-95.6259746823043,right,10.232,-0.865234017969275,0.7775545427346409,0.5105175625579998,motion_recording_2025-05-20_10-51-10 2.csv
10347,-0.1980412769228219,0.422623354768753,0.3158750446647405,12.408732514242326,-42.71944548460143,-82.62877355974119,right,10.347,-0.1404917362089615,0.39304736203917545,0.22663200027975405,motion_recording_2025-05-20_10-51-10 2.csv
10447,-0.2977187718577683,0.2831000255271792,-0.0725052642405033,13.615030152804849,-44.54549997429893,-73.11663548004206,right,10.447,-0.3995610406703337,0.2948485145153942,-0.06301830240819858,motion_recording_2025-05-20_10-51-10 2.csv
10547,-0.2289489678185433,0.7838900312989949,-1.7498703216731548,12.306984039950292,-27.35165645585614,-70.68286149384811,right,10.547,-0.09423322330460995,0.7962862114816345,-1.6749290776483372,motion_recording_2025-05-20_10-51-10 2.csv
10647,0.4590307390592992,0.8518880472481251,-0.5189958168089389,11.502748901975156,-21.832631380054057,-57.05636430720045,right,10.647,0.3052326706309564,0.81457202984794,-0.6715477275005659,motion_recording_2025-05-20_10-51-10 2.csv
11597,0.089481971874088,0.32271132042557,0.1316045189410448,-4.200237209817212,-7.008089130908549,-4.467330049763268,forward,11.597,0.2460817825322083,0.3788528510467676,0.34820152075720745,motion_recording_2025-05-20_10-51-10 2.csv
11698,0.0519173073071986,-0.4123044975891709,1.0335691410005092,8.169164086976417,-7.05674611789525,11.589244710076905,forward,11.698,-0.08969856537728087,-0.47454805498392505,0.7690883345785858,motion_recording_2025-05-20_10-51-10 2.csv
11814,-0.6196427412979304,-1.3462313610985874,0.9432283603399992,14.158457078643988,-10.591731440289683,15.723780195833646,forward,11.814,-0.5101876739512039,-1.2951933048922195,1.2387244221873877,motion_recording_2025-05-20_10-51-10 2.csv
11930,-0.1675846542628482,-1.0230692281655966,-0.3817003927499056,23.01516422917317,-25.13167251332545,3.3719704781342075,forward,11.93,-0.23112105153074533,-1.0446077543331116,-0.6902526579390795,motion_recording_2025-05-20_10-51-10 2.csv
12046,-0.3245137667376548,-0.1884530721053481,-1.438600140455365,5.594096538743339,-26.264003472044973,-5.041798904719646,forward,12.046,-0.31447693356467377,-0.21128003330790335,-1.1372772135437956,motion_recording_2025-05-20_10-51-10 2.csv
12147,-0.8729164414253086,0.7484665434792638,0.8826987805753945,28.240212840456024,-1.2147668596899277,-0.644760412778242,forward,12.147,-0.8299483573595052,0.8229192481286839,0.6114784398207979,motion_recording_2025-05-20_10-51-10 2.csv
12247,-0.6705946376390755,0.977787340284884,0.841293003475666,6.501431247805704,10.797095591838104,-14.378152674618386,forward,12.247,-0.7574926417971704,0.8548733217934769,1.0586791165759974,motion_recording_2025-05-20_10-51-10 2.csv
12347,-0.6786623548910021,0.1837520548075437,1.1393646804243325,0.2886409661995356,6.934900238857278,-15.72583608277382,forward,12.347,-0.5645035289602581,0.34101787451057486,0.9970127486751126,motion_recording_2025-05-20_10-51-10 2.csv
12447,-0.7330805391032248,-0.2128308497756719,0.8394219489067792,-1.4589147463363836,9.637349107563802,-16.42452003863652,forward,12.447,-0.8525073699581988,-0.38165315822337553,0.8919297106218737,motion_recording_2025-05-20_10-51-10 2.csv
12547,-0.9217368786957114,-1.388991183155775,0.1954997757464647,4.647193690045445,8.75767282265858,-6.39216188146384,forward,12.547,-0.8211048771982665,-1.2353079335645527,0.23817741248504237,motion_recording_2025-05-20_10-51-10 2.csv
12647,0.0214521725472062,-0.3197849115848541,-1.148632859507203,13.811416020689286,13.434447635112528,0.3191247141151108,forward,12.647,-0.03809971978077509,-0.4339469296702153,-1.280980468806377,motion_recording_2025-05-20_10-51-10 2.csv
12763,0.1198701689403504,0.0533458057403564,-1.8601392071187492,17.43050615808914,6.596569806528458,17.241764125659593,forward,12.763,0.12165280581109797,0.11181846343932848,-1.6536429511747766,motion_recording_2025-05-20_10-51-10 2.csv
12864,0.0895478036519139,0.4037190400734544,-0.0723766694247722,12.465564810778709,-0.5726837743446247,23.37816317034996,forward,12.864,0.15367081476960776,0.4051196906724737,-0.3306440840092099,motion_recording_2025-05-20_10-51-10 2.csv
12964,0.5382830664072186,1.18888537491858,-0.1826210049510002,9.05615806580366,-1.9136994771270976,15.443373609647942,forward,12.964,0.41003914616988413,1.1358933226281627,0.1029015533757415,motion_recording_2025-05-20_10-51-10 2.csv
13064,-0.1770076951138675,0.7606497332260013,1.443195651552081,-8.042433342021416,3.7442234718627194,-2.3211725547541917,forward,13.064,0.004136873032065891,0.847321522958695,1.1523353676482597,motion_recording_2025-05-20_10-51-10 2.csv
13181,-0.152491751081869,0.3504784482732415,1.3979612560749053,-10.144703243075163,-0.3041993367160313,-4.941910803202795,forward,13.181,-0.36795260848478417,0.25254215379938116,1.6778333647585895,motion_recording_2025-05-20_10-51-10 2.csv
13297,-0.3112894704401492,-0.872162481252849,0.3190793936640024,-0.6823559617649607,-9.75042801191524,-2.094923392271165,forward,13.297,-0.0843741558982676,-0.7840766571924164,0.06073125250370082,motion_recording_2025-05-20_10-51-10 2.csv
13397,0.5111827684378251,-0.7816115649729967,-1.211699848794937,4.289896676165146,-4.877112798546883,1.728110537494863,forward,13.397,0.29645080858078626,-0.844869890789602,-0.9819621233877509,motion_recording_2025-05-20_10-51-10 2.csv
13497,-0.3025743221301585,0.2232511215031146,-1.0566612627744674,-9.300420144675304,-18.935640794539,-4.476528607027983,forward,13.497,-0.12107941832193747,0.25551401970382115,-1.2506676304335462,motion_recording_2025-05-20_10-51-10 2.csv
13597,-0.2733553880389779,0.504892472654581,-0.4086205483794212,6.457446537098114,-7.169813496302465,-9.293245884725852,forward,13.597,-0.4058089413777265,0.5008784280658605,-0.26031436286664156,motion_recording_2025-05-20_10-51-10 2.csv
13697,-0.2249961568058468,0.5012058930963278,0.938879517480731,3.940704962395537,14.734854181380426,-7.033376198763229,forward,13.697,-0.15061305216370255,0.486635529600918,0.8497275431934719,motion_recording_2025-05-20_10-51-10 2.csv
13797,-0.4547745063869282,0.2175534943833947,1.1700164237976074,-13.656806151089585,0.7101680651784296,-9.065681057053952,forward,13.797,-0.4691212965774735,0.23725848878247016,1.1853469466579494,motion_recording_2025-05-20_10-51-10 2.csv
13897,-0.6758928901776671,-0.3413014546051621,0.9088923754960296,-5.1929915453002256,3.960524036932798,-5.643461730969607,forward,13.897,-0.7171266586501412,-0.3522218654598591,0.9783909833418647,motion_recording_2025-05-20_10-51-10 2.csv
13997,-0.2844444624060764,-0.5364312279954553,-0.3339233270525932,21.368134120263587,10.669196030761382,-4.182393767497377,forward,13.997,-0.19740325774321876,-0.5458248269869492,-0.48953285869977853,motion_recording_2025-05-20_10-51-10 2.csv
14597,0.9170075851514936,-0.2568666831180453,-0.6783908444732427,-5.268768652160109,7.719649700904015,28.87518479174085,left,14.597,0.7980056253821682,-0.22009739183798463,-0.45010082611129837,motion_recording_2025-05-20_10-51-10 2.csv
14697,1.6142650426581502,0.2520180740430951,-1.1111503933310507,0.3668123211677729,-11.881647669766089,50.42231084939379,left,14.697,1.7486032340553468,0.18642686934242245,-1.3826193954668695,motion_recording_2025-05-20_10-51-10 2.csv
14797,2.010509509067237,0.4543099941477179,-2.542425305464864,-23.96163549529288,31.27444924715332,56.33352197224342,left,14.797,1.878817830056244,0.5444034140743391,-2.269282322424562,motion_recording_2025-05-20_10-51-10 2.csv
14897,1.4253439146496354,1.0123404750108718,0.5543471161752939,-14.737512832514852,26.1501356808444,65.67769887006276,left,14.897,1.5367261040613671,0.9070216430150895,0.32367187671860165,motion_recording_2025-05-20_10-51-10 2.csv
14997,1.033525082663074,0.8119836146220565,0.5152519541054964,-2.3041854474015464,24.90744764815769,83.29157511679924,left,14.997,0.9577885468359221,0.9198712410957433,0.6687525969609727,motion_recording_2025-05-20_10-51-10 2.csv
15114,-0.0150794957101345,0.7374222946345805,0.5851876601189374,-8.73117681132081,32.59712562521005,83.68673571123033,left,15.114,0.014190238369779506,0.6409729347390163,0.5236185317369965,motion_recording_2025-05-20_10-51-10 2.csv
15214,-0.301480024087429,0.183270408770442,0.1295206984043121,-13.284783676245562,35.817539328303546,77.3731205783348,left,15.214,-0.27992218163031785,0.2550526341946965,0.109263111364776,motion_recording_2025-05-20_10-51-10 2.csv
15322,0.0883823400691151,-0.0378679583624005,-1.4058774360269308,-4.25189819937825,31.88929946114328,83.5150247554962,left,15.322,0.019225783765877053,-0.07444742105346963,-1.3360469132219013,motion_recording_2025-05-20_10-51-10 2.csv
17197,0.1352522551930975,-0.4159264874786138,0.2832768433988094,-11.65630777621632,-15.381154001403711,-6.985540115137399,forward,17.197,0.24135740302339456,-0.4209341820441245,0.20874786830911551,motion_recording_2025-05-20_10-51-10 2.csv
17297,-0.1426367120217531,-0.917544614637643,0.6649748980611563,9.15357363884097,1.2309524870321535,0.691845282317077,forward,17.297,-0.26929447400509504,-0.8695579722426738,0.6998071349611588,motion_recording_2025-05-20_10-51-10 2.csv
17397,-1.050009403669834,-1.1726843278326091,0.5172206238299608,-7.697565137996425,0.5357925352552106,-9.014117397688588,forward,17.397,-0.921880688612565,-1.2598814152413045,0.5536302901149515,motion_recording_2025-05-20_10-51-10 2.csv
17513,-0.3024944983595982,-1.6174961335338651,0.907873553842306,9.43168955033378,8.991201259249548,-12.36680795934314,forward,17.513,-0.4142609226729962,-1.499552906438907,0.7895521355416395,motion_recording_2025-05-20_10-51-10 2.csv
17614,-0.2370850558652542,-1.230932810922712,-0.2921604070782661,4.454656206871486,13.900704522387924,-3.7499411939716656,forward,17.614,-0.15438257609551223,-1.3674529116644036,-0.10407705263932893,motion_recording_2025-05-20_10-51-10 2.csv
17714,-0.0923635917250066,-0.8895109448082744,-0.4003764516472816,28.32916922420627,6.021363291141719,12.693593237540524,forward,17.714,-0.14115998641514815,-0.7489000398307798,-0.6270577125592085,motion_recording_2025-05-20_10-51-10 2.csv
17830,0.1823082492073997,0.0297930807173252,-1.7583061415851116,12.918030692346203,-13.85002451874643,0.6860756400982674,forward,17.83,0.20097048877661425,-0.09976226464657192,-1.5354902567653115,motion_recording_2025-05-20_10-51-10 2.csv
17931,0.4089533605303615,0.0272384277984499,-0.8008464267969131,-10.322892633237045,14.527356449490023,10.53068064816717,forward,17.931,0.40945132450150246,0.13170582478432524,-0.9751308987787853,motion_recording_2025-05-20_10-51-10 2.csv
18031,0.7427711083166301,0.3691308340340852,0.5067372237384319,1.2006700962949617,0.5642877109465336,24.327807059339143,forward,18.031,0.7381425139931584,0.30099255992859464,0.5937142506362443,motion_recording_2025-05-20_10-51-10 2.csv
18131,0.6789983819123357,0.4529626711919903,0.8906254819214343,7.523839276457151,1.66982383755209,10.555691947134113,forward,18.131,0.6727138447623098,0.47764907443274385,0.9182810671199901,motion_recording_2025-05-20_10-51-10 2.csv
18231,0.3097297468427568,0.0699377518400549,1.448432967683673,-14.027711036230665,1.0907620005439955,1.5701934689547008,forward,18.231,0.33803650181864975,0.09092556447500141,1.292950775153594,motion_recording_2025-05-20_10-51-10 2.csv
18331,0.1985612456763163,-0.6361711206421256,0.5787064814060926,3.892280628727439,-5.89388720179354,15.373692019735472,forward,18.331,0.1439973792821312,-0.70002261783144,0.8607568482187743,motion_recording_2025-05-20_10-51-10 2.csv
18446,0.577795138714835,-0.69309215452075,-0.7806172932386398,-5.924833935149221,-10.359179720750028,10.382364797887636,forward,18.446,0.6547577281436407,-0.5936154328657977,-1.1748781950192477,motion_recording_2025-05-20_10-51-10 2.csv
18547,0.7017015043687075,-0.1412839091733098,-2.0707769307643176,3.894517515680618,-21.09606719505447,-1.9029365930990385,forward,18.547,0.6133674837743665,-0.2661355799104144,-1.5890721471891955,motion_recording_2025-05-20_10-51-10 2.csv
20814,-0.504516771209985,-1.210155395831913,0.6441495521754026,-7.847742214824788,-6.751332074724015,-10.353060725027342,forward,20.814,-0.4199778964205143,-1.0711179237208355,0.10626798715873736,motion_recording_2025-05-20_10-51-10 2.csv
20914,-0.2442183235449716,-1.2419713606789708,-0.2081651960521936,-12.71589295140697,10.501257900770048,-0.2291853967741911,forward,20.914,-0.3100487249944507,-1.3852103759492098,0.35277106621887805,motion_recording_2025-05-20_10-51-10 2.csv
21014,-0.5757676514752209,-1.6576419737003742,0.7574702264070511,-11.783392837234516,4.225342850772063,2.9732285167005057,forward,21.014,-0.538964753851696,-1.5176040929844876,0.20415498507789223,motion_recording_2025-05-20_10-51-10 2.csv
21114,-0.6371516561120748,-1.8148221017941832,-0.1122381396919488,-16.762178977992562,7.813003872706103,-3.4435658016747506,forward,21.114,-0.6419494048970662,-1.9468889437953179,0.4080735953609069,motion_recording_2025-05-20_10-51-10 2.csv
21230,0.7165534749332815,-0.9729304017730056,-0.802506468963623,-2.5002438930926467,14.139557091436917,-1.6124025439214986,forward,21.23,0.6939669985597876,-0.8520942304955506,-1.2707778156140073,motion_recording_2025-05-20_10-51-10 2.csv
21330,1.092385048715025,0.2689614639289677,-2.5408237154871225,10.02996801785,-4.862927349414413,9.592183627903443,forward,21.33,1.1321778682605776,0.16259906757852566,-2.1374440740962966,motion_recording_2025-05-20_10-51-10 2.csv
21430,0.8308505199164151,-0.1285403090648353,0.5457569824844598,13.624590710095571,-9.13263654771394,8.42282194482506,forward,21.43,0.786305910968289,-0.04083278801187952,0.21445462401265514,motion_recording_2025-05-20_10-51-10 2.csv
21531,0.2477235917195677,0.0439253587052226,2.220146238976717,12.169167044198714,-0.7308799201454056,7.6015557301544945,forward,21.531,0.28554150346141455,-0.020018064580030442,2.477350462417764,motion_recording_2025-05-20_10-51-10 2.csv
21631,-0.0433703917035833,-0.3568953295782208,1.9442969152301548,16.052443776052783,-4.299630549506061,14.62372188094244,forward,21.631,-0.06627603848510383,-0.3219709600258054,1.7586482359894333,motion_recording_2025-05-20_10-51-10 2.csv
21731,0.284042640139535,-1.3592125693552195,-0.5482774408727884,20.110851680867857,-5.569920230402433,24.55027485834292,forward,21.731,0.2881527119725868,-1.3608346003238396,-0.42787947902240586,motion_recording_2025-05-20_10-51-10 2.csv
21847,0.5726703430470079,-0.9657283614397048,-1.4444114570826292,32.161260518420264,2.062527378150971,15.817729447867173,forward,21.847,0.5871491562460804,-0.9995492780819796,-1.508716917281873,motion_recording_2025-05-20_10-51-10 2.csv
21947,0.2970822092535905,0.8554238201588392,-1.1577145761072636,-11.239188123603642,-5.707558787461945,8.027301057915253,forward,21.947,0.2672417780532239,0.9236035132293492,-1.1384782080488818,motion_recording_2025-05-20_10-51-10 2.csv
22047,-0.5968988119071349,1.0057388847887516,-0.0401736049562692,-6.378778979558846,8.035684261347798,-14.015883709909142,forward,22.047,-0.5564706559924917,0.9081530873065491,-0.026065416978625577,motion_recording_2025-05-20_10-51-10 2.csv
22147,-0.7700935611367226,-0.4338004362128674,1.0145844545453786,-9.645418122294526,-12.086962302443023,-32.373020288352755,forward,22.147,-0.8162272679202063,-0.315216732701458,0.978181495634108,motion_recording_2025-05-20_10-51-10 2.csv
22248,-0.5087471387887373,-0.2837869848780334,1.1335516102313994,-3.794742966058718,9.659047764783288,-25.55054923210212,forward,22.248,-0.46086496446722286,-0.41331632998914547,1.18334852912346,motion_recording_2025-05-20_10-51-10 2.csv
22364,-0.3021645357528701,-1.249425183816254,0.5907113919764757,-5.640757829831928,-1.0969232580621704,-16.43698854896638,forward,22.364,-0.3492221128773195,-1.1179317479985915,0.5329395473230878,motion_recording_2025-05-20_10-51-10 2.csv
22464,-0.0175411365833133,-1.2382397729352117,-0.6651976009011268,-15.131155417402905,-1.7789298129624025,-1.111747650047154,forward,22.464,0.027503532161575556,-1.366236649804645,-0.6005294412990305,motion_recording_2025-05-20_10-51-10 2.csv
22564,0.581449021579884,-0.2481681206166744,-0.8364356265723705,-17.314814706380172,3.3684546382589438,-2.429999452903885,forward,22.564,0.5384094066215639,-0.12449513073943452,-0.9112663021034375,motion_recording_2025-05-20_10-51-10 2.csv
