time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
48,0.5549111797988414,-0.09646393971592188,-0.4213566958338022,-39.76523157422,-61.767982475931575,13.38155891904818,
164,0.06970087434425949,1.1446969813629984,0.3385778748601675,-35.447056207343714,-44.191354665833764,-2.476240473915106,
280,0.06895370923876762,-0.20686375806480645,-0.7138707386553287,14.68308134747173,-87.94595288519106,1.6412615872686833,
380,0.5576982532341033,-0.6818342629253864,0.08849719862043857,3.3865749166835757,-60.63926639483029,-17.864477594931532,
497,-0.2201146866409108,-0.5370125350147485,-0.095885555306077,8.601260636891642,-49.51665167111219,-2.4276436779704653,
600,0.059366856128163635,0.08071867357343435,-0.11563654995858669,-24.02621834898994,-13.187990504196373,1.464096512038896,
719,-1.0125968609247356,0.9790306183442473,0.9363257413446903,-26.658921594760525,21.400384565977095,-13.2266024173481,
831,-0.8556607707198709,0.588538870242983,0.4999684602558613,-9.452810202794751,44.390946453759874,-16.54649355683461,
947,-1.146860881398618,0.06932765711769462,-0.19721827010214327,-3.755656781646497,13.419446832147887,-34.537787274085765,
1047,-1.2971145712301135,0.4327056267134845,0.06370353362560272,11.40710234793288,8.894905837236124,-62.974535392814325,
1163,-0.5921714545916765,0.23494477416723966,0.6628624359518289,18.554492333190193,26.57772259836012,-71.88397074996236,
1264,-0.20987324207909405,0.04137392065674066,-0.09158990393877028,-0.47513794746541155,22.162237526378657,-63.61285072169787,
1364,-0.10657061544954777,-0.10552432126700878,0.10819266369342803,9.384229980885944,53.13590402550483,-48.375842740085396,
1480,0.4657905885830521,-0.18173881528899072,-0.17149053912758827,17.4638613869009,15.931972899472097,-26.021166341388923,forward
1581,0.6885210472129285,-0.1864344257593155,0.24859306803047657,7.351238688583636,-15.945834768392638,-7.501589081462188,forward
1696,0.4538083282358944,-0.9811343126252293,0.5006120188564062,8.95363692636177,-11.667604055329875,-19.55365338611468,forward
1797,0.7388080499045551,-0.44860476824343204,0.6299708046972752,14.02153483767368,-8.067366947586548,-18.12470267966714,forward
1897,0.0014797171637415884,-0.6857064281836152,0.8360948503106832,6.649871322150768,-18.639121792101236,-4.474988399370145,forward
1997,-0.023174977751821278,-0.871311271250993,0.5317284571319818,3.7166209698794046,-18.939450332548574,-5.216667542284428,forward
2097,0.04447393249869346,-2.226261506986618,-0.10619126074314117,3.985634800529527,-18.953264390144927,-11.980931299541393,forward
2197,0.6671553108401597,-1.2897918271265922,-0.8601350665897131,20.198290055075066,-20.33011099850902,-4.653356655110912,forward
2297,0.7463139685552567,-0.4221903701789677,-1.322570791786909,-1.72841191959199,-23.10026497113694,-0.14560752019106565,forward
2397,1.4217270393267274,0.9225359931841493,-0.687650255727768,-13.08619165725921,16.948025010214025,3.9424991677131342,forward
2497,0.1960065927574411,0.7638596351832151,0.8158575334459542,32.563101037859624,-18.65657463297791,11.734570645047265,forward
2597,0.7170192658141255,-0.5061535786315798,1.661893932056427,5.007538248956039,10.363123301222064,27.444620453101894,forward
2697,0.1257156070329249,-1.3810215194508433,1.2673825730502604,21.345090769551256,12.327353371602563,40.05940099158329,forward
2797,-0.11870404777042567,0.32699440457224843,-0.5339262594372034,1.6214395245236601,19.13198141242019,-5.661270168569946,forward
2913,0.2518358493439853,1.2402280241429806,-1.7072165903389454,14.23894146650248,21.391816093663312,24.246906883714928,forward
